Unix,Alabama,Arizona,Arkansas,AZ,B.C.,Bahama Islands,BajaCalifornia,Bermuda region,Ca,California,Canada,Canadaregion,Coahuila,Colorado,Connecticut,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,La,Louisiana,Maine,Maryland,Mexico,Michigan,Minnesota,Mississippi,Missouri,Mn,Montana,Nebraska,Nevada,NewEngland,NewHampshire,NewJersey,NewMexico,NewYork,NM,NorthCarolina,NorthDakota,NorthPacificOcean,NV,Ohio,Oklahoma,OR,Oregon,Pasadena,Pennsylvania,Quebec,SD,Sinaloa,Son.,SouthCarolina,SouthDakota,Tennessee,Texas,Tn,Tx,USA,Utah,Va,Vermont,Virginia,Wa,Washington,WestVirginia,Wyoming,Grand Total
57801600,,,,,4,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,41
60393600,,,,,2,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,8,,,28
63072000,,,,,4,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,,43
65750400,,,,,1,,,,21,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,27
68256000,,,,,3,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,30
70934400,,,,,3,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,40
73526400,,,,,1,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,7,,,28
76204800,,,,,2,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,10,,,43
78796800,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,32
81475200,,,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,1,,,25
84153600,,,,,2,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,33
86745600,,,,,8,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,43
89424000,,,,,3,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,,,46
92016000,,,,,2,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,13,,,38
94694400,,,,,12,,,,25,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,46
97372800,,1,,,2,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,9,,,59
99792000,,,,,4,,,,53,,,,,,,,,,,,,,,,,,,2,,,,,,1,,4,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,6,78
102470400,,1,,,2,,,,34,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,6,52
105062400,,,,,6,,,,34,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,47
107740800,,,,,4,,,,34,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,3,,,51
110332800,,,,,8,,,,34,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,8,,,55
113011200,,,,,5,,,,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,59
115689600,,,,,6,,,,41,3,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,7,,,62
118281600,,,1,,11,,,,42,2,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,10,,,80
120960000,,,,,6,,,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,3,,,48
123552000,,,,,5,,,,21,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,6,,,38
126230400,,,,,8,,,,99,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,126
128908800,,,5,,5,,,,89,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,116
131328000,,1,1,,7,,,,104,22,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,2,,,,,,,,1,,,,1,144
134006400,,,,,2,,,,71,20,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,2,,,,,2,,,103
136598400,,,,,7,,,,79,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,5,1,,103
139276800,,,,1,7,,,,111,15,,,,,,,,,1,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,1,145
141868800,,,,,5,,,,108,15,,,,,,,,,,,,,1,,,,,1,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,137
144547200,,,,,13,,,,184,12,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,1,,2,219
147225600,,,,,7,,,,105,26,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,2,,1,146
149817600,,,,2,8,,,,119,23,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,4,162
152496000,,,1,,9,,,,142,24,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,2,,,184
155088000,1,1,1,,16,,,,159,31,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,1,,,,,,3,,,221
157766400,,,1,,10,,,,212,14,,,,1,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,4,,,248
160444800,,,,,7,,,,104,16,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,134
162864000,1,,,,13,,,,116,19,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,1,,1,169
165542400,,,,1,20,,,,127,24,,,,,,,,6,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,2,,,,,7,,,194
168134400,,,,,4,,,,110,28,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,,,2,,,,,,,,,2,,,,,,,,,,2,,1,153
170812800,1,,,,8,,,,182,39,,,,,,,,2,,,,,,,,,,,,,,1,,2,,3,,,,,1,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,6,,9,259
173404800,,,,,19,,,,112,23,1,,,,,,,,,,,,,,,,,2,,,,,,3,,4,,,,,,,,,,,,,,3,,,,1,,,,,1,,,,,,,,,,7,,11,187
176083200,1,,,,22,,,,152,371,1,,,,,,,1,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,557
178761600,,,1,,14,,,,140,108,,,,,,,,3,,,,,,,,,,7,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,11,,,289
181353600,,,,,11,,,,93,67,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,3,,1,,,,,1,,,,,,,,,,,1,,,,,7,,,186
184032000,1,,,,15,,,,100,38,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,3,,1,,,,,2,,,,1,,,,,,,1,,,,,4,1,,171
186624000,,,,,8,,,,88,23,1,,,,,,,2,,,,,,,,,,,,,,1,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,2,132
189302400,,,1,,52,,,,94,25,,,,,,,,,,,,,1,,,,,,,,,,,2,,7,,,,1,,,,,,2,,,,1,,,,,,,,,,3,,,,,,,,,3,1,,193
191980800,,4,,,27,,,,68,17,,,,,,,,1,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,3,,,,,2,,,139
194486400,,,2,,37,,,,77,29,,,,,,,,,,,,,,,,,,,,,,,,1,,9,2,,,,,,,,,9,,1,,1,,,,,,,,,,,,,,,,,,,,,2,170
197164800,,,,,35,,,,101,16,,,,,,,,,,,,,,,,,,1,,,,,,7,,1,,,1,,,,,,,1,,2,,14,,,,,,,,,,,,,,,,,,,1,,,180
199756800,,1,,,31,,,,77,25,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,141
202435200,,,,,21,,,,73,22,,,,,,,,2,,,,,,,,,,,,,,,,1,,4,,,,1,,,,,,10,,,,,,,,,,,,,,,,,,1,,,,,4,1,,140
205027200,,,,1,20,,,,90,20,1,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,6,,,145
207705600,,,,,16,,,,85,64,,,,,,,,1,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,1,,,,,3,,,179
210384000,,,1,,22,,,,97,27,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,2,,1,157
212976000,,,,,9,,2,,101,15,,,,,,,,1,,,,,,,,,,9,,,1,,,3,,1,,,,,,,,,,2,,,,1,,,1,,,1,,,,,,,,1,,,,,3,,3,154
215654400,,,,1,12,,,,135,18,,,,,,,,1,,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,3,,4,183
218246400,,,,1,23,,,,110,18,,,,,,,,2,,,,,,,,,,1,,,,2,,1,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,7,,8,179
220924800,,,,4,18,,,,100,52,,,,,,,,,,,,,,,,,,,,,,2,,1,,2,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,3,,,186
223603200,,,,2,19,,,,87,23,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,5,,,142
226022400,,,,3,16,,,,83,24,,,,,,,,2,1,,,,,,,,,,,,,2,,12,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,7,158
228700800,,,,2,17,,,,54,21,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,4,,,,1,,,,,,,,,,1,,,,,,,,,1,,2,105
231292800,2,,,1,7,,,,56,17,,,,,,,,4,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,96
233971200,,,1,3,6,,,,56,22,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,,,,4,,,100
236563200,,,,2,7,,,,69,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,8,,,115
239241600,,,,2,6,,,,70,26,,,,,,,,3,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,6,,,,,,,2,,,,1,,,,,,,,,,,,1,,,120
241920000,,,,3,10,,,,74,27,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,3,,,126
244512000,,1,,1,7,,,,120,19,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,5,,,,,4,,,163
247190400,,,1,,8,,,,125,42,1,,,,,,,1,,,,,,,,,,1,,,1,1,,2,,2,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,1,,,,,1,,,191
249782400,,,,2,14,,,,58,29,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,1,,,114
252460800,1,,,13,13,,,,64,25,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,4,,1,131
255139200,,,,11,11,,,,50,24,2,,,,,,,3,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,2,1,,,,1,,5,117
257558400,1,,,5,70,,,,67,56,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,5,,,,,,,,,,,,,1,1,,,,3,2,,,,7,,4,227
260236800,,,1,1,10,,,,67,28,,,,,,,,3,,,,,1,,,,,,,,,2,,3,,1,,,,,1,,,,,5,,,,,,,1,,,,1,,,,,,,,1,,,,1,,1,128
262828800,,,,,32,,,,69,26,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,137
265507200,,,,,12,,,,59,16,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,3,,1,96
268099200,,,1,,11,,,,62,24,1,,,,,,,1,,,,,,,,,,2,,,,,,,,3,,,1,,,,,,,4,,,,,,1,1,,,,,,,,,,,1,,,,,,,,113
270777600,,,,,14,,,,102,96,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,2,,,,,,1,,,,,1,,,,,3,,,222
273456000,,,3,,11,,,,71,27,,,,,,,,1,,,,,,,,,,,,,,3,,1,,2,1,,,,,,,,,6,,,,,,,,,,,1,,,,,,,1,,,,,,,1,129
276048000,1,,,,19,,,,150,23,,,,,,,,3,,,,,,,,,,1,,,,,,3,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,2,207
278726400,,,,1,16,,,,79,6,,,,1,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,117
281318400,,,,,9,,,,57,13,,,,,,,,4,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,6,,,,1,,,,,,,,,,,,,,3,,,,,3,,,99
283996800,,,,1,15,,,,91,22,,,,2,,,,,,,,,,,,,,1,,,,,,2,,1,,,1,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,7,,1,150
286675200,,,7,,16,,,,69,22,1,,,,,,,,,,,,1,,,,,3,,,,,,,,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,1,127
289094400,,,,1,16,,,,163,10,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,7,,,204
291772800,,,,2,11,,,,82,16,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,3,,,122
294364800,,,,2,15,,,,83,12,1,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,122
297043200,,,1,1,19,,,,126,14,,,,,,,,1,,,,,1,,,,,,,,,1,,1,1,1,,,,,,,,,,6,,1,,,,,,,,8,,,,,,,,,,,,,1,,,183
299635200,,,,,21,,,,64,23,,,,,,,,,,,,,,,,1,,,,,,2,,1,2,1,,,,,,,,,,1,,,,,,,,,,3,,,,1,,,,,,,,,5,,1,126
302313600,,1,,,15,,,,108,42,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,1,,,2,1,,1,,,,,,,,,,1,,,184
304992000,,,,1,6,,,,53,26,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,95
307584000,,,,,45,,,,607,21,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,15,,,,,,,,,,,1,,,,,,,1,,,,,1,,,693
310262400,,,1,8,16,,,,83,59,2,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,12,,,192
312854400,,,,7,15,,,,76,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,5,,,147
315532800,,,,12,13,,,,75,124,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,5,,,241
318211200,,,,5,6,,,,67,36,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,1,,,,,,1,,,,,,,1,,3,128
320716800,,,,14,16,,,,66,32,,,,,,,,1,1,,,,2,,,,,,,,,,,2,,,,,,1,,,,,,5,,,,,,2,1,,,,,,,,,,,1,,,,,134,,,278
323395200,,,,13,9,,,,68,30,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,15,,,,,,,,,,,,,1,,,,,3,1,,,,348,,,494
325987200,,,,10,13,,,,660,85,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,25,,,,,,,,,,,,,,,,,,1,,,,,336,,,1133
328665600,,1,,13,116,,,,272,77,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,10,,,,,,,,,,,,,1,,,1,,,,,,,7,,,502
331257600,,,,20,21,,,,174,47,,,,,,,,,,,,,3,,,,,2,,,,1,,3,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,15,,,289
333936000,,,,10,19,,,,138,51,,,,,,,,,,,,,2,,,,,6,,,,,,1,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,1,,,,,4,,,236
336614400,,,,18,11,,,,92,20,,,,,,,,,,,,,,,,,,7,,,,2,,,,4,,,,1,,,,,,77,,,,1,,,,,,,1,,,,,,,,,,,,7,,,241
339206400,,,,17,18,,,,85,32,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,2,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,4,,,172
341884800,,,,10,8,,,,153,49,,,,,,,,3,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,1,,7,,1,250
344476800,,,,12,7,,,,91,45,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,17,,,,,,,,,,,,,1,,,,,5,,,,,3,,,184
347155200,,1,,12,6,,,,72,52,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,32,,,,,,,,,,,,,,,,,,2,,,,,3,,,182
349833600,,,,2,6,,,,68,28,,,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,2,,,,,39,,,156
352252800,,1,,1,6,,,,75,24,1,,,1,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,11,,,,,,,,,,1,1,,,,,,,,,,,,6,,11,145
354931200,,,1,3,1,,,,174,27,1,,,1,,,,1,1,,,,,,,,,2,,,,1,,,,1,1,,,,,,1,,,11,,,,,,,,,,,,,,,,,,2,,,,,9,,1,239
357523200,,,,,7,,,,99,23,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,3,,,1,,,6,,,,,,,,,,,,,,,,,,1,,,,,11,,3,157
360201600,,,1,,6,,,,112,35,,,,,,,,1,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,5,,,,1,,,,,,,,,,1,,,,1,1,,,,12,,,180
362793600,,,,,9,,,,89,40,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,6,,,155
365472000,,,,1,8,,,,66,28,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,3,,,111
368150400,,,,,9,,,,157,55,2,,,,,,,3,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,3,,,,,2,,,238
370742400,,,,,5,,,,124,58,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,2,,1,198
373420800,,,,,14,,,,84,19,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,2,1,,,,,,,,,3,,,133
376012800,,,,,7,,,,60,28,,,,,,,,2,,,,,,,,,,,,,,1,,,,4,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,2,112
378691200,,,10,,17,,,,97,27,4,,,,,,,1,,,,,,,,,,2,,,,,,,,4,1,2,,,,,,,,2,,,,,,,,,,,,,1,1,,,,1,,,,,7,,,177
381369600,,,5,,4,,,,132,27,,,,,,,,,,,,,,,,,,1,,,,2,,2,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,3,,,180
383788800,,,1,1,9,,,,157,39,1,,,1,,,,,1,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,2,,,1,,,,1,,,,,10,,1,231
386467200,,,1,,9,,,,110,39,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,1,,1,1,,,,,,,,,5,,,174
389059200,,,2,1,14,,,,122,34,1,,,,,,,2,,,,,,,,,,1,,,,,,1,,1,,,,3,,,,,,8,,1,,,,,,,,,,,1,,,,,1,,,,,5,,1,199
391737600,,,1,,6,,,,129,43,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,5,,,195
394329600,,,3,1,10,,,,89,30,1,,,,,,,,1,,,,,,,,,3,,,,1,,1,,1,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,2,,1,149
397008000,,,1,1,11,,,,103,42,3,,,,,,,1,2,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,7,,,,3,,,,,,,,,,,,,,,,,,,10,,1,189
399686400,,,3,,9,,,,158,20,,,,1,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,7,,,,,,,,,,,,,4,,,,,,,,,,3,,,210
402278400,,,1,,17,,,,256,20,1,,,,,,,13,,,,,,,,1,,1,,,,2,,3,,,1,,,,,,,,,5,,,,,,,,,,,,,2,,,1,2,,,,,,6,,1,333
404956800,,2,3,,6,,,,56,25,1,,,1,,,,,,,,,,,,,,,,,,1,,2,,,1,,,1,,,,,,9,,,,1,,,,,,,,1,,1,,,,,,,,,5,,1,117
407548800,,,,,25,,,,114,36,,,,,,,,2,,,,,1,,,,,11,,,,,,,,,,1,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,5,,,201
410227200,,,1,1,15,,,,197,226,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,4,1,,,1,,,1,,,,,,1,,,,1,1,,,,,4,,,456
412905600,,1,,5,8,,,,98,56,,,,,,,,3,,,,,,,,,,,,,1,2,,2,,1,,,1,,1,,,,,5,,,,1,,,1,,,,,,,,,,,,,,,,1,,2,189
415324800,,,3,,14,,,,98,24,,,,,,,,3,,,,,,,,,,4,,,,1,,1,,1,,2,,1,,,1,,,1,,1,,1,,,,,,,,1,,,,,,2,,,,,6,,,165
418003200,,,,,10,,,,61,31,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,8,,,121
420595200,,,,2,21,,,,832,21,2,,,,,,,,2,,,,,,,2,,,,,,1,,,1,,,,,,,,,,,3,,,,1,,,1,,,,,,,,,,,1,,,,,5,,,895
423273600,,,2,1,31,,,,154,31,2,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,1,,,,,5,,,235
425865600,,,2,10,14,,,,208,29,1,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,,,,,,1,3,,,277
428544000,1,1,,6,9,,,,188,20,,,,2,,,,,,,,,3,,,1,,1,,,,1,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,7,,,248
431222400,,,2,3,24,,,,114,28,,,,1,,,,1,,,,,,,,,,1,,,,,,,,1,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,8,,,190
433814400,,,1,1,23,,,,155,31,3,,,,,,,32,,,,,,1,,1,,,,,,,,1,,,,,,,4,,,,,5,,,,1,,,,,,,,,,,,,,2,,,,,5,,,266
436492800,,,,4,19,,,,147,34,2,,,,,,,21,,,,,1,,,,,,,,,2,,1,,1,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,3,,3,242
439084800,,,1,3,17,,,,134,21,2,,,,,,,27,2,,,,1,,,2,,,,,,1,,2,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,2,1,,,,,5,,4,230
441763200,1,,,6,26,,,,116,31,1,,,,,,,14,,,,,,,,3,,2,,,,2,,5,,,,,,,,,,,,3,1,1,,2,,,,,,,,,,,,,,,,,,,3,,5,222
444441600,,,,3,20,,,,91,24,2,,,1,,,,19,,,,,7,,,,,,,,,1,,3,,4,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,5,,,184
446947200,,,,1,54,,,,99,32,,,,,,,,33,,,,,2,,,,,1,,,,,,2,,,,,,,,,,,,3,,1,,1,,,,,,,,,1,1,,,,1,,,,,14,,1,247
449625600,,,,2,49,,,,131,75,,,,1,,,,18,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,5,,,286
452217600,,,,,30,,,,78,56,,,,7,,,,2,,,,,,,,,,1,,,,,,2,,1,,,,,,,,,,4,,,,1,,,,,,,,,,,,1,,2,,,,,1,,2,188
454896000,,,2,1,16,,,,78,42,3,,,1,,,,1,1,1,,,,,,,,3,,,,1,,1,,2,,,,,,,,,,2,,,,2,,,,,,,,,1,,,,,,,,,,8,,,166
457488000,,1,1,1,12,,,,67,53,1,,,,,,,5,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,,,154
460166400,1,,,,13,,,,64,40,,,,,,,,25,1,1,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,3,,,,1,,,,,,,,,1,1,,,,2,,,1,,8,,,166
